,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,img_number,ID,color_id,frame,track,batch,pass,environment,bee_range,filepath,background,reID,color_num
0,0,0,0,0,10,blue-blue,23895,197,1,,in-lab,1-32,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000197.frame023895.jpg,blue,10,0
1,1,1,1,1,10,blue-blue,23831,197,1,,in-lab,1-32,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000197.frame023831.jpg,blue,10,0
2,2,2,2,2,10,blue-blue,23326,193,1,,in-lab,1-32,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000193.frame023326.jpg,white,10,0
3,3,3,3,3,10,blue-blue,23328,193,1,,in-lab,1-32,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000193.frame023328.jpg,white,10,0
4,4,4,4,4,19,green-green,45932,262,1,2.0,outside,1-32,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-outside_2-1-32_batch_1.mp4.mp4.track000262.frame045932.jpg,blue,19,9
5,5,5,5,5,19,green-green,42051,318,1,,in-lab,1-32,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame042051.jpg,blue,19,9
6,6,6,6,6,19,green-green,45386,252,1,2.0,outside,1-32,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-outside_2-1-32_batch_1.mp4.mp4.track000252.frame045386.jpg,white,19,9
7,7,7,7,7,19,green-green,44891,246,1,2.0,outside,1-32,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-outside_2-1-32_batch_1.mp4.mp4.track000246.frame044891.jpg,white,19,9
8,8,8,8,8,55,lillac-lillac,35655,224,1,2.0,outside,33-64,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-outside_2-33-64_batch_1.mp4.mp4.track000224.frame035655.jpg,blue,55,18
9,9,9,9,9,55,lillac-lillac,35874,224,1,2.0,outside,33-64,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-outside_2-33-64_batch_1.mp4.mp4.track000224.frame035874.jpg,blue,55,18
10,10,10,10,10,55,lillac-lillac,34928,222,1,2.0,outside,33-64,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-outside_2-33-64_batch_1.mp4.mp4.track000222.frame034928.jpg,white,55,18
11,11,11,11,11,55,lillac-lillac,34960,222,1,2.0,outside,33-64,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-outside_2-33-64_batch_1.mp4.mp4.track000222.frame034960.jpg,white,55,18
12,12,12,12,12,46,orange-orange,36907,288,1,,in-lab,33-64,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000288.frame036907.jpg,blue,46,27
13,13,13,13,13,46,orange-orange,36919,288,1,,in-lab,33-64,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000288.frame036919.jpg,blue,46,27
14,14,14,14,14,46,orange-orange,36365,284,1,,in-lab,33-64,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000284.frame036365.jpg,white,46,27
15,15,15,15,15,46,orange-orange,36228,284,1,,in-lab,33-64,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000284.frame036228.jpg,white,46,27
16,16,16,16,16,28,pink-pink,59789,339,1,2.0,outside,1-32,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-outside_2-1-32_batch_1.mp4.mp4.track000339.frame059789.jpg,blue,28,36
17,17,17,17,17,28,pink-pink,73405,567,1,,in-lab,1-32,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000567.frame073405.jpg,blue,28,36
18,18,18,18,18,28,pink-pink,72686,561,1,,in-lab,1-32,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000561.frame072686.jpg,white,28,36
19,19,19,19,19,28,pink-pink,72648,561,1,,in-lab,1-32,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000561.frame072648.jpg,white,28,36
20,20,20,20,20,64,red-red,77425,683,1,,in-lab,33-64,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000683.frame077425.jpg,blue,64,45
21,21,21,21,21,64,red-red,77422,683,1,,in-lab,33-64,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000683.frame077422.jpg,blue,64,45
22,22,22,22,22,64,red-red,76960,674,1,,in-lab,33-64,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000674.frame076960.jpg,white,64,45
23,23,23,23,23,64,red-red,77002,674,1,,in-lab,33-64,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000674.frame077002.jpg,white,64,45
24,24,24,24,24,37,white-white,12455,90,1,,in-lab,33-64,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000090.frame012455.jpg,blue,37,54
25,25,25,25,25,37,white-white,8262,48,1,2.0,outside,33-64,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-outside_2-33-64_batch_1.mp4.mp4.track000048.frame008262.jpg,blue,37,54
26,26,26,26,26,37,white-white,11937,75,1,,in-lab,33-64,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-in-lab-33-64_batch_1.mp4.mp4.track000075.frame011937.jpg,white,37,54
27,27,27,27,27,37,white-white,7955,38,1,2.0,outside,33-64,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-outside_2-33-64_batch_1.mp4.mp4.track000038.frame007955.jpg,white,37,54
28,28,28,28,28,1,yellow-yellow,1029,5,1,2.0,outside,1-32,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-outside_2-1-32_batch_1.mp4.mp4.track000005.frame001029.jpg,blue,1,63
29,29,29,29,29,1,yellow-yellow,1321,7,1,2.0,outside,1-32,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-outside_2-1-32_batch_1.mp4.mp4.track000007.frame001321.jpg,blue,1,63
30,30,30,30,30,1,yellow-yellow,1594,28,1,,in-lab,1-32,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000028.frame001594.jpg,white,1,63
31,31,31,31,31,1,yellow-yellow,1525,28,1,,in-lab,1-32,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000028.frame001525.jpg,white,1,63
