,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,img_number,ID,color_id,frame,track,batch,pass,environment,bee_range,filepath,background,reID,color_num
0,0,0,0,0,10,blue-blue,23895,197,1,,in-lab,1-32,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000197.frame023895.jpg,blue,10,0
1,1,1,1,1,10,blue-blue,23613,196,1,,in-lab,1-32,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000196.frame023613.jpg,blue,10,0
2,2,2,2,2,10,blue-blue,23997,197,1,,in-lab,1-32,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000197.frame023997.jpg,blue,10,0
3,3,3,3,3,10,blue-blue,23604,196,1,,in-lab,1-32,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000196.frame023604.jpg,blue,10,0
4,4,4,4,4,10,blue-blue,25365,122,1,2.0,outside,1-32,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-outside_2-1-32_batch_1.mp4.mp4.track000122.frame025365.jpg,blue,10,0
5,5,5,5,5,10,blue-blue,23917,197,1,,in-lab,1-32,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000197.frame023917.jpg,blue,10,0
6,6,6,6,6,10,blue-blue,23663,196,1,,in-lab,1-32,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000196.frame023663.jpg,blue,10,0
7,7,7,7,7,10,blue-blue,23926,197,1,,in-lab,1-32,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000197.frame023926.jpg,blue,10,0
8,8,8,8,8,10,blue-blue,23620,196,1,,in-lab,1-32,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000196.frame023620.jpg,blue,10,0
9,9,9,9,9,10,blue-blue,23925,197,1,,in-lab,1-32,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000197.frame023925.jpg,blue,10,0
10,10,10,10,10,10,blue-blue,23296,193,1,,in-lab,1-32,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000193.frame023296.jpg,white,10,0
11,11,11,11,11,10,blue-blue,23327,193,1,,in-lab,1-32,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000193.frame023327.jpg,white,10,0
12,12,12,12,12,10,blue-blue,23332,193,1,,in-lab,1-32,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000193.frame023332.jpg,white,10,0
13,13,13,13,13,10,blue-blue,23334,193,1,,in-lab,1-32,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000193.frame023334.jpg,white,10,0
14,14,14,14,14,10,blue-blue,24985,116,1,2.0,outside,1-32,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-outside_2-1-32_batch_1.mp4.mp4.track000116.frame024985.jpg,white,10,0
15,15,15,15,15,10,blue-blue,23337,193,1,,in-lab,1-32,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000193.frame023337.jpg,white,10,0
16,16,16,16,16,10,blue-blue,23165,193,1,,in-lab,1-32,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000193.frame023165.jpg,white,10,0
