,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,img_number,ID,color_id,frame,track,batch,pass,environment,bee_range,filepath,background,reID,color_num
0,0,0,0,0,0,74,blue-blue,14385,83,2,,in-lab,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-in-lab-65-96_batch_2.mp4.mp4.track000083.frame014385.jpg,blue,74,0
1,1,1,1,1,1,74,blue-blue,20374,186,2,2.0,outside,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-65-96_batch_2_pass_2.mp4.mp4.track000186.frame020374.jpg,blue,74,0
2,2,2,2,2,2,74,blue-blue,19473,162,2,2.0,outside,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-65-96_batch_2_pass_2.mp4.mp4.track000162.frame019473.jpg,white,74,0
3,3,3,3,3,3,74,blue-blue,19461,162,2,2.0,outside,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-65-96_batch_2_pass_2.mp4.mp4.track000162.frame019461.jpg,white,74,0
4,4,4,4,4,4,83,green-green,24029,333,2,1.0,outside,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000333.frame024029.jpg,blue,83,9
5,5,5,5,5,5,83,green-green,24009,333,2,1.0,outside,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000333.frame024009.jpg,blue,83,9
6,6,6,6,6,6,83,green-green,22950,318,2,1.0,outside,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000318.frame022950.jpg,white,83,9
7,7,7,7,7,7,83,green-green,23595,326,2,1.0,outside,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000326.frame023595.jpg,white,83,9
8,8,8,8,8,8,119,lillac-lillac,36782,386,2,1.0,outside,97-128,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-97-128_batch_2_pass_1.mp4.mp4.track000386.frame036782.jpg,blue,119,18
9,9,9,9,9,9,119,lillac-lillac,36629,382,2,1.0,outside,97-128,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-97-128_batch_2_pass_1.mp4.mp4.track000382.frame036629.jpg,blue,119,18
10,10,10,10,10,10,119,lillac-lillac,36252,375,2,1.0,outside,97-128,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-97-128_batch_2_pass_1.mp4.mp4.track000375.frame036252.jpg,white,119,18
11,11,11,11,11,11,119,lillac-lillac,35982,373,2,1.0,outside,97-128,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-97-128_batch_2_pass_1.mp4.mp4.track000373.frame035982.jpg,white,119,18
12,12,12,12,12,12,110,orange-orange,22326,222,2,1.0,outside,97-128,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-97-128_batch_2_pass_1.mp4.mp4.track000222.frame022326.jpg,blue,110,27
13,13,13,13,13,13,110,orange-orange,21002,88,2,2.0,outside,97-128,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-97-128_batch_2_pass_2.mp4.mp4.track000088.frame021002.jpg,blue,110,27
14,14,14,14,14,14,110,orange-orange,21110,89,2,2.0,outside,97-128,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-97-128_batch_2_pass_2.mp4.mp4.track000089.frame021110.jpg,white,110,27
15,15,15,15,15,15,110,orange-orange,21334,90,2,2.0,outside,97-128,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-97-128_batch_2_pass_2.mp4.mp4.track000090.frame021334.jpg,white,110,27
