,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,img_number,ID,color_id,frame,track,batch,pass,environment,bee_range,filepath,background,reID,color_num
0,0,0,0,0,0,74,blue-blue,14066,83,2,,in-lab,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-in-lab-65-96_batch_2.mp4.mp4.track000083.frame014066.jpg,blue,74,0
1,1,1,1,1,1,74,blue-blue,19685,166,2,2.0,outside,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-65-96_batch_2_pass_2.mp4.mp4.track000166.frame019685.jpg,blue,74,0
2,2,2,2,2,2,74,blue-blue,14098,83,2,,in-lab,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-in-lab-65-96_batch_2.mp4.mp4.track000083.frame014098.jpg,blue,74,0
3,3,3,3,3,3,74,blue-blue,14067,83,2,,in-lab,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-in-lab-65-96_batch_2.mp4.mp4.track000083.frame014067.jpg,blue,74,0
4,4,4,4,4,4,74,blue-blue,20335,186,2,2.0,outside,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-65-96_batch_2_pass_2.mp4.mp4.track000186.frame020335.jpg,blue,74,0
5,5,5,5,5,5,74,blue-blue,13949,83,2,,in-lab,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-in-lab-65-96_batch_2.mp4.mp4.track000083.frame013949.jpg,blue,74,0
6,6,6,6,6,6,74,blue-blue,13869,83,2,,in-lab,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-in-lab-65-96_batch_2.mp4.mp4.track000083.frame013869.jpg,blue,74,0
7,7,7,7,7,7,74,blue-blue,19769,166,2,2.0,outside,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-65-96_batch_2_pass_2.mp4.mp4.track000166.frame019769.jpg,blue,74,0
8,8,8,8,8,8,74,blue-blue,19934,171,2,2.0,outside,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-65-96_batch_2_pass_2.mp4.mp4.track000171.frame019934.jpg,blue,74,0
9,9,9,9,9,9,74,blue-blue,14346,83,2,,in-lab,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-in-lab-65-96_batch_2.mp4.mp4.track000083.frame014346.jpg,blue,74,0
10,10,10,10,10,10,74,blue-blue,14463,83,2,,in-lab,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-in-lab-65-96_batch_2.mp4.mp4.track000083.frame014463.jpg,blue,74,0
11,11,11,11,11,11,74,blue-blue,20380,186,2,2.0,outside,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-65-96_batch_2_pass_2.mp4.mp4.track000186.frame020380.jpg,blue,74,0
12,12,12,12,12,12,74,blue-blue,19770,166,2,2.0,outside,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-65-96_batch_2_pass_2.mp4.mp4.track000166.frame019770.jpg,blue,74,0
13,13,13,13,13,13,74,blue-blue,20018,175,2,2.0,outside,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-65-96_batch_2_pass_2.mp4.mp4.track000175.frame020018.jpg,blue,74,0
14,14,14,14,14,14,74,blue-blue,14385,83,2,,in-lab,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-in-lab-65-96_batch_2.mp4.mp4.track000083.frame014385.jpg,blue,74,0
15,15,15,15,15,15,74,blue-blue,19756,166,2,2.0,outside,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-65-96_batch_2_pass_2.mp4.mp4.track000166.frame019756.jpg,blue,74,0
16,16,16,16,16,16,74,blue-blue,14213,83,2,,in-lab,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-in-lab-65-96_batch_2.mp4.mp4.track000083.frame014213.jpg,blue,74,0
17,17,17,17,17,17,74,blue-blue,19924,171,2,2.0,outside,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-65-96_batch_2_pass_2.mp4.mp4.track000171.frame019924.jpg,blue,74,0
18,18,18,18,18,18,74,blue-blue,14387,83,2,,in-lab,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-in-lab-65-96_batch_2.mp4.mp4.track000083.frame014387.jpg,blue,74,0
19,19,19,19,19,19,74,blue-blue,13912,83,2,,in-lab,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-in-lab-65-96_batch_2.mp4.mp4.track000083.frame013912.jpg,blue,74,0
20,20,20,20,20,20,74,blue-blue,13919,83,2,,in-lab,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-in-lab-65-96_batch_2.mp4.mp4.track000083.frame013919.jpg,blue,74,0
21,21,21,21,21,21,74,blue-blue,19690,166,2,2.0,outside,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-65-96_batch_2_pass_2.mp4.mp4.track000166.frame019690.jpg,blue,74,0
22,22,22,22,22,22,74,blue-blue,19933,171,2,2.0,outside,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-65-96_batch_2_pass_2.mp4.mp4.track000171.frame019933.jpg,blue,74,0
23,23,23,23,23,23,74,blue-blue,13902,83,2,,in-lab,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-in-lab-65-96_batch_2.mp4.mp4.track000083.frame013902.jpg,blue,74,0
24,24,24,24,24,24,74,blue-blue,19586,163,2,2.0,outside,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-65-96_batch_2_pass_2.mp4.mp4.track000163.frame019586.jpg,blue,74,0
25,25,25,25,25,25,74,blue-blue,20374,186,2,2.0,outside,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-65-96_batch_2_pass_2.mp4.mp4.track000186.frame020374.jpg,blue,74,0
26,26,26,26,26,26,74,blue-blue,14363,83,2,,in-lab,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-in-lab-65-96_batch_2.mp4.mp4.track000083.frame014363.jpg,blue,74,0
27,27,27,27,27,27,74,blue-blue,19688,166,2,2.0,outside,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-65-96_batch_2_pass_2.mp4.mp4.track000166.frame019688.jpg,blue,74,0
28,28,28,28,28,28,74,blue-blue,20373,186,2,2.0,outside,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-65-96_batch_2_pass_2.mp4.mp4.track000186.frame020373.jpg,blue,74,0
29,29,29,29,29,29,74,blue-blue,13987,83,2,,in-lab,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-in-lab-65-96_batch_2.mp4.mp4.track000083.frame013987.jpg,blue,74,0
30,30,30,30,30,30,74,blue-blue,20375,186,2,2.0,outside,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-65-96_batch_2_pass_2.mp4.mp4.track000186.frame020375.jpg,blue,74,0
31,31,31,31,31,31,74,blue-blue,20334,186,2,2.0,outside,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-65-96_batch_2_pass_2.mp4.mp4.track000186.frame020334.jpg,blue,74,0
32,32,32,32,32,32,74,blue-blue,19683,166,2,2.0,outside,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-65-96_batch_2_pass_2.mp4.mp4.track000166.frame019683.jpg,blue,74,0
33,33,33,33,33,33,74,blue-blue,14267,83,2,,in-lab,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-in-lab-65-96_batch_2.mp4.mp4.track000083.frame014267.jpg,blue,74,0
34,34,34,34,34,34,74,blue-blue,19927,171,2,2.0,outside,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-65-96_batch_2_pass_2.mp4.mp4.track000171.frame019927.jpg,blue,74,0
35,35,35,35,35,35,74,blue-blue,13920,83,2,,in-lab,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-in-lab-65-96_batch_2.mp4.mp4.track000083.frame013920.jpg,blue,74,0
